,Koira raivo-stu-i minu-lIe.,dog.nom fury-inch-past.3s me-all,'The dog became infuriated because ofme',ex 75,,inchoative base,nelson,Finnish
,Asia raivo-stu-tt-i minu-a I minu-t.,matter.nom fury-inch-caus-past.3s me-part / me-ace,'The matter infuriated me’,ex 76,,inchoative causative,nelson,Finnish
,Pekka h\”ape\”a-\”a minu-a.,Pekka.nom be ashamed-3s me-part,Pekka is ashamed ofme',ex 83,,stative base,nelson,Finnish
,Pekka h\”ave-tt-i minu-a.,Pekka.nom be ashamed-caus-past.3s me-part,'Pekka made me feel ashamed',,,stative causative ,nelson,Finnish
,T\”am\”a-n kuvalehde-n ostaminen h\”ave-tt-i minu-a.,this-acc magazine-acc buying.nom be ashamed-caus-past.3s me-part,'Buying this magazine made me feel ashamed,ex 85a,,stative causative,nelson,Finnish
,Minu-a h\”ave-tt-i (t\”am\”a-n kuvalehde-n ostaminen).,me-part be ashamed-caus-past.3s this-ace magazine-acc buying.nom,'I felt ashamed (to buy this magazine)',ex 85b,,stative causative,nelson,Finnish
,??Pekka ep\”aily-tti I h\”ave-tti itse-\”a-\”an,Pekka.nom suspect-caus.3s/past I be ashamed-caus.3s1past self-part-3Px,'Pekka suspected! shamed himself,,,stative causative,nelson,Finnish
,Liisa pel\”a-sty-i auto-a.,Liisa.nom fear-inch-past.3s car-part,'Uisa was frightened by a car',ex 10a,,,nelson,finnish
1/25/11,*Jussi alka-tta-a laula minua,Jussi.NOM begin-CAUS-3sg sing I-PART,`Jussi makes me begin to sing',#NAME?,,causative raising,Hannu,Finnish
1/24/11,Maijaa naytaa palelevan ,Maija-PART seem.3sg feel.cold-CAUS.inf.acc ,Maija seems to feel cold. ,pekka said palele was ok with part argument but hannu dislikes,,raising experiencer argument,Hannu,Finnish
1/24/11,Maija-a naytaa sure-tta-van. ,Maija-part seem.3sg grieve-caus-inf-acc,'Maija seems to feel grief/saddened' ,looks like tta can assign inherent part case,,raising stative causative,Hannu,Finnish
1/24/11,Jussi-a naytaa raivo-stu-tta-van. ,Jussi-part seem.3sg fury-inch-caus-3s ,'Jussi seems to feel infuriated' ,tta assigns inherent part case ,,raising inchoative causative,Hannu,Finnish
1/24/11,Maija-a nuka-ttaa.,Maija-PART sleep-CAUS-3SG.,`Maija feels like sleeping',,"Maija is very sleepy but its New Years Eve and she wantsto stay awake for the New Years.** Maija has a big day tomorrow and wants to get a good night's rest, but cannot fall asleep.",impulsative,Anne,Finnish
1/24/11,Maija halua-a nakua.,Maija.NOM want-3sg sleep.INF,`Maija wants to sleep',,"**Maija is very sleepy but its New Years Eve and she wantsto stay awake for the New Years.Maija has a big day tomorrow and wants to get a good night's rest, but cannot fall asleep.",impulsative,Anne,Finnish
1/24/11,*Maijalla laulatta (laulun).,Maija.add sing-CAUS.3sg,Maija felt like singing.,addessive is ungrammatical,,impulsative ,Hannu,Finnish
1/24/11,"""Maija-a palel-s-i""",Maija-PART cold-COND-3SG-PST,`Maija felt cold',,,lexical experiencer,Pekka,Finnish
1/24/11,Maija-a itke-tt-i,Maija-PART weep-CAUS-3SG.PST,`Maija was on the brink of weeping',"I asked him if there were more like this, no response still",,proximative,Pekka,Finnish
10/31/11,Karkituttaa,candy-CAUS.3sg,'I feel like eating candy.',,,feel like noun,Anne,Finnish
10/31/11,lapsettaa,child-CAUS.3SG,`feel like ? a child',while the quechua one means having a child... anne said this meant more like behaving like a child,,feel like noun,Anne,Finnish
10/31/11,naitatttaa,woman-CAUS.3sg,I feel like having sex,just like warminayan,,feel like noun,Anne,Finnish
10/31/11,kahuituttaa,coffee-CAUS.3sg,I feel like having coffee,,,feel like noun,Anne,Finnish
10/31/11,Minua huimaa,I-PART dizzy,I feel dizzy,,,partitive subject,Anne,Finnish
10/31/11,"kielt\""ani poltaa",tongue.1PX burn.3sg,My tongue is burning,,,,Anne,Finnish
10/31/11,"Minua hihityttaa, mutta varon nayttamasta sita Andylle.  Sen naamasta nakee",I-PAR  giggle-3sg  but I'm careful not to show it to Andy  his-GEN face   sees,,,,,Anne,Finnish
10/31/11,"kaiken, silla lukee otsassa jos             sita       vituttaa tai havettaa tai naitattaa.",everything on-him reads on-forehead if   he-PAR upset-3sg or shame-3sg or have-sex-3sg,,,,,Anne,Finnish
